56320  58711  50354  44111  40346  39136  36171  35336  33763  32398  27707  31811  31201  34765  30566  29756  30386  
57344  62294  50970  45327  41640  37839  37136  35814  34616  32997  33268  32662  32088  21260  31511  31143  30693  
58368  55220  46109  45037  39037  39435  35658  36330  34727  34948  33375  33189  32603  32365  32541  31956  21210  
59392  60137  52196  45849  41245  38419  36640  35571  35756  33787  33693  32926  33387  31799  31829  31736  32022  
60416  60902  53044  37431  39740  36888  37784  36478  35021  35343  34025  33276  33450  32538  32165  31462  32177  
61440  61306  55492  46667  42876  38758  23751  34412  35709  35209  34993  33623  34293  33756  34130  32683  31862  
62464  61736  54058  47792  43294  41110  35710  37568  36260  22368  32583  34471  34260  32792  33061  32802  33323  
63488  65707  56578  47168  44784  40321  38906  37330  36848  36267  33924  34303  30552  31429  33975  33451  32801  
64512  59480  55704  49798  42008  42748  39355  38321  36117  38256  36171  35665  34272  34658  34644  33785  29800  
65536  62043  57116  49139  46418  41884  40589  38671  38705  37694  35807  35144  35908  34947  35322  35442  34670  
