1024       4824000    4452000    4543000    3935000    4876000    5014000    4133000    3294000   
6144       9480000    5422000    4918000    5426000    5437000    4529000    6458000    3755000   
7168       9234000    6647000    5269000    6285000    5087000    3628000    4864000    5161000   
3072       5167000    6790000    5182000    5690000    3736000    3553000    3990000    5806000   
8192       5959000    8438000    6205000    4954000    4630000    5475000    5659000    5546000   
9216       10345000   7809000    6983000    5864000    5310000    5853000    4912000    5468000   
2048       4937000    3005000    4577000    4769000    4291000    4038000    4154000    3569000   
11264      10713000   7572000    6732000    6606000    4936000    6336000    5421000    4955000   
4096       7371000    5881000    4840000    5097000    6072000    5470000    4456000    5504000   
5120       6412000    6122000    5669000    5054000    4960000    5108000    4365000    3812000   
14336      12780000   7604000    8645000    8891000    5774000    7031000    6392000    2748000   
10240      10261000   7554000    6926000    6419000    4828000    4582000    5738000    5421000   
15360      12608000   8877000    8226000    8022000    5926000    7110000    6335000    6554000   
17408      14146000   9743000    8875000    11408000   6834000    7198000    7520000    6165000   
18432      14897000   10561000   7785000    9060000    6953000    8583000    8418000    6433000   
12288      13518000   8414000    8754000    5527000    5630000    4312000    5835000    4168000   
13312      11610000   11508000   7319000    5347000    6366000    7456000    6147000    5608000   
22528      14939000   12962000   9114000    9373000    9097000    7529000    7270000    5772000   
16384      16218000   9920000    8221000    7756000    7305000    8600000    5661000    5305000   
23552      17406000   12674000   10046000   10682000   7430000    5448000    7814000    6502000   
24576      17095000   13011000   11030000   8104000    9729000    9377000    8392000    6592000   
25600      17860000   13950000   13963000   10410000   8257000    10658000   8704000    6741000   
26624      17596000   14819000   10673000   7786000    8798000    9998000    8969000    9343000   
27648      17763000   13620000   11809000   10209000   9505000    12319000   7497000    8290000   
20480      16275000   9700000    9096000    9502000    8290000    6254000    6267000    6010000   
30720      20573000   14728000   12564000   10888000   9832000    9848000    9407000    8882000   
19456      14363000   10725000   7040000    8896000    8407000    8083000    5733000    6664000   
31744      20102000   15602000   11376000   11445000   10113000   8463000    10907000   7933000   
21504      13379000   12768000   8653000    8603000    8884000    5894000    6023000    5582000   
33792      22732000   15360000   12932000   10696000   9241000    9909000    9260000    10857000  
28672      18171000   12411000   10589000   9259000    10881000   9819000    8504000    8403000   
36864      24657000   16463000   15078000   12147000   10137000   10906000   8959000    9663000   
38912      23243000   16356000   10708000   11810000   10392000   9484000    9381000    12725000  
37888      22615000   16019000   13199000   11420000   9132000    10867000   10157000   10294000  
32768      21127000   14738000   13818000   13284000   10752000   10205000   9957000    9827000   
39936      21959000   18098000   9352000    13985000   10802000   10780000   10495000   9808000   
29696      20794000   14949000   10118000   9359000    9795000    5571000    8209000    8600000   
45056      27265000   20141000   16614000   12402000   11769000   10803000   9458000    11424000  
34816      22734000   15732000   12803000   12148000   11439000   10374000   11031000   8179000   
41984      26537000   17727000   16838000   13688000   11882000   10063000   8216000    11528000  
44032      24637000   18964000   16528000   11224000   10258000   9695000    9289000    10114000  
47104      25802000   20288000   13063000   9564000    12386000   9874000    10843000   12615000  
35840      22098000   16335000   11755000   12137000   11236000   10388000   8334000    9601000   
48128      27296000   20160000   22190000   8653000    13473000   11716000   10655000   11209000  
40960      26896000   15864000   16658000   11586000   9030000    10566000   9522000    9895000   
49152      29257000   21628000   20384000   13807000   15039000   11596000   10047000   10680000  
43008      24622000   16789000   16833000   11937000   11413000   11344000   9352000    10157000  
46080      26287000   16931000   8925000    12113000   12358000   8956000    12587000   11294000  
53248      36388000   20436000   18952000   14551000   16514000   11731000   11541000   10916000  
50176      26102000   18318000   16917000   14042000   12225000   9695000    10481000   9773000   
55296      30670000   19660000   19152000   14427000   14700000   13050000   10960000   10424000  
58368      28147000   20933000   16418000   14152000   14614000   14631000   12306000   12242000  
57344      31790000   20078000   17597000   13623000   14585000   15592000   11616000   10868000  
56320      27303000   19832000   15428000   17193000   13011000   12227000   11720000   11856000  
51200      29673000   18310000   16631000   13501000   11175000   8687000    11588000   11975000  
52224      27968000   23443000   13765000   16833000   13021000   13950000   10346000   11421000  
54272      30943000   24184000   18590000   15021000   12863000   13071000   10115000   9268000   
63488      34978000   22319000   18763000   15082000   10068000   12685000   14607000   14781000  
64512      32618000   20463000   16438000   16655000   12165000   12910000   14237000   10795000  
62464      31121000   22303000   20008000   14992000   13774000   12077000   14057000   6670000   
65536      32635000   23301000   17585000   17263000   16924000   14329000   12272000   14748000  
60416      29216000   20550000   17385000   13786000   12139000   13526000   13908000   12598000  
59392      31321000   22187000   17847000   15109000   13318000   14173000   12846000   11228000  
61440      32897000   22967000   25851000   17686000   13878000   14444000   12333000   10971000  
