1024       131076000
2048       133722000
3072       131798000
4096       131527000
5120       134476000
6144       135281000
7168       137065000
8192       139758000
9216       141406000
10240      141335000
11264      139762000
12288      141786000
13312      141707000
14336      140459000
15360      143030000
16384      145942000
17408      145413000
18432      145078000
19456      147685000
20480      148180000
21504      149088000
22528      150363000
23552      147540000
24576      153646000
25600      155886000
26624      148941000
27648      154331000
28672      152283000
29696      151558000
30720      155651000
31744      154643000
32768      153029000
