1024       159498000
2048       156464000
3072       163523000
4096       155556000
5120       159555000
6144       157054000
7168       156338000
8192       163628000
9216       165405000
10240      164482000
11264      165702000
12288      167301000
13312      165093000
14336      167594000
15360      167849000
16384      171972000
17408      175428000
18432      174182000
19456      173918000
20480      172217000
21504      170558000
22528      173640000
23552      172876000
24576      179574000
25600      178457000
26624      177752000
27648      180920000
28672      179569000
29696      180543000
30720      180232000
31744      177671000
32768      181910000
