1024       2884000    4296000    5615000    4136000    5764000    2309000    5908000    5190000   
6144       7695000    7463000    6831000    6582000    6205000    6984000    7147000    3683000   
4096       7904000    5996000    6182000    5129000    5137000    5801000    6090000    4368000   
7168       7519000    6814000    6668000    8282000    6718000    6970000    6888000    4069000   
2048       7170000    4100000    4247000    4953000    5188000    4786000    5767000    5893000   
11264      12917000   8688000    9941000    9179000    9284000    8671000    8922000    8768000   
3072       5723000    7601000    5917000    5893000    5349000    5481000    6076000    3276000   
10240      10091000   6447000    7572000    8265000    9343000    8150000    8376000    6232000   
5120       7791000    6814000    6195000    6328000    6286000    6294000    4793000    3717000   
13312      11473000   6882000    9730000    10391000   8513000    9889000    8960000    5945000   
8192       10110000   8505000    6911000    7772000    9824000    7431000    8536000    5085000   
16384      13453000   12000000   11838000   10826000   7937000    11796000   11934000   6714000   
9216       10519000   8928000    7798000    7745000    6192000    8122000    5149000    4983000   
17408      16374000   11617000   12454000   11026000   8047000    11073000   11429000   6586000   
18432      12470000   11449000   11140000   11360000   9835000    13125000   12224000   7532000   
19456      13245000   13706000   12455000   12906000   11747000   12483000   11371000   7857000   
12288      13336000   8540000    9891000    7461000    9385000    8531000    9751000    9889000   
21504      15269000   12823000   12496000   13071000   11712000   12360000   14151000   7345000   
14336      11805000   10053000   10267000   9551000    10091000   9706000    10778000   6751000   
22528      15887000   13404000   14204000   12720000   12403000   13524000   13740000   7751000   
15360      12630000   8394000    10174000   10939000   6260000    10186000   10364000   6848000   
26624      18106000   14929000   14916000   14353000   13636000   14627000   16082000   17171000  
20480      14403000   13385000   11745000   12297000   12203000   11736000   12127000   7091000   
24576      20425000   17319000   14445000   13989000   13287000   13962000   13163000   8919000   
23552      16023000   13334000   13850000   13405000   14186000   14531000   14955000   8536000   
25600      16096000   15645000   15572000   14793000   13672000   14144000   13309000   14563000  
27648      17387000   16508000   15687000   15942000   14678000   15758000   15644000   14239000  
28672      19633000   17342000   20338000   15346000   15886000   15527000   17386000   15304000  
29696      18138000   17175000   23040000   16142000   15689000   15426000   15392000   13909000  
33792      20180000   19180000   17456000   18099000   16739000   17884000   17578000   17992000  
36864      22271000   20674000   12306000   20177000   18016000   17936000   18204000   18152000  
30720      18728000   17180000   12491000   19401000   16335000   16965000   16643000   16241000  
37888      26779000   21922000   14461000   19638000   18695000   18107000   18596000   21803000  
35840      21873000   20648000   20335000   18280000   17035000   16638000   17015000   17956000  
31744      18293000   18862000   14309000   21074000   16315000   16693000   17697000   17603000  
40960      24152000   21359000   13095000   18879000   19842000   19629000   14854000   19226000  
32768      21642000   19197000   17755000   17208000   17239000   17031000   17960000   18175000  
34816      20957000   15950000   17895000   18511000   18866000   17417000   17448000   17564000  
41984      23460000   21931000   19268000   21531000   21861000   19898000   23267000   19539000  
44032      25652000   22988000   21485000   22743000   21940000   20448000   21948000   20990000  
38912      23513000   19724000   20742000   19474000   19127000   20192000   20168000   18683000  
45056      25333000   22430000   23950000   21137000   21527000   21337000   20399000   22710000  
47104      24594000   25420000   23123000   22307000   21939000   21010000   22087000   21547000  
43008      24560000   21947000   22087000   20384000   22128000   20052000   20160000   21745000  
39936      23149000   21090000   19209000   19862000   19800000   20690000   20162000   19883000  
46080      27297000   25107000   21685000   21401000   24114000   20561000   22249000   23948000  
49152      26776000   25801000   18770000   24151000   23733000   22380000   21640000   21441000  
52224      26031000   24920000   23645000   18260000   22700000   19810000   24550000   22623000  
54272      28245000   27119000   25613000   25246000   24515000   28404000   21742000   23987000  
53248      26488000   25848000   27326000   24543000   23887000   23955000   24431000   23022000  
55296      20252000   26197000   19237000   24559000   27054000   25499000   25557000   26815000  
56320      31032000   26374000   25510000   25221000   24550000   18346000   27539000   24470000  
48128      26795000   24259000   18333000   21355000   22331000   22552000   21587000   22452000  
59392      29458000   29672000   24768000   26088000   24929000   23895000   26995000   23583000  
51200      27281000   25316000   17487000   23133000   22421000   22338000   23224000   24476000  
60416      28904000   29457000   26319000   26410000   27518000   24733000   26082000   26070000  
50176      27441000   24243000   24966000   23020000   24170000   21833000   21257000   23919000  
61440      31591000   28190000   30008000   27878000   29302000   25140000   25945000   26465000  
57344      31051000   25940000   26112000   23898000   24184000   26627000   24538000   23664000  
63488      31529000   30828000   27655000   26262000   25399000   28540000   27740000   26814000  
58368      29213000   29001000   26095000   25773000   25612000   28525000   25684000   24309000  
62464      31256000   28015000   29192000   27908000   25568000   27034000   26392000   26825000  
64512      31598000   29152000   28638000   25881000   30067000   27147000   26957000   27429000  
65536      32147000   30812000   28621000   28926000   27749000   28433000   33071000   28423000  
