1024       10658000
2048       6438000
3072       8441000
4096       14001000
5120       11606000
6144       9741000
7168       12417000
8192       15555000
9216       16474000
10240      23786000
11264      15396000
12288      16334000
13312      16381000
14336      18442000
15360      21555000
16384      35018000
17408      32445000
18432      26649000
19456      30005000
20480      26740000
21504      31802000
22528      30614000
23552      29889000
24576      35667000
25600      30436000
26624      35756000
27648      33321000
28672      38037000
29696      34821000
30720      34732000
31744      41772000
32768      35672000
