1024       58500000
2048       57347000
3072       53330000
4096       57170000
5120       56832000
6144       59040000
7168       58530000
8192       61842000
9216       67928000
10240      65543000
11264      66847000
12288      66106000
13312      67973000
14336      68646000
15360      67605000
16384      71018000
17408      72926000
18432      73087000
19456      72225000
20480      73519000
21504      71155000
22528      72653000
23552      69461000
24576      74291000
25600      78372000
26624      79996000
27648      79499000
28672      78319000
29696      80263000
30720      78264000
31744      81217000
32768      83024000
