1024       5348000
2048       6151000
3072       6561000
4096       9753000
5120       9933000
6144       12537000
7168       14645000
8192       16817000
9216       21663000
10240      20619000
11264      16714000
12288      19167000
13312      19046000
14336      16630000
15360      18694000
16384      24462000
17408      20805000
18432      25014000
19456      27048000
20480      23574000
21504      15084000
22528      21938000
23552      27919000
24576      27433000
25600      29253000
26624      24465000
27648      27476000
28672      31051000
29696      26658000
30720      28220000
31744      29632000
32768      28877000
