1024    7189000
2048    6774000
3072    6103000
4096    13199000
5120    11690000
6144    6774000
7168    9204000
8192    13081000
9216    13185000
10240   15044000
11264   14722000
12288   15817000
13312   12435000
14336   19608000
15360   17974000
16384   18292000
17408   8982000
18432   18162000
19456   22618000
20480   21017000
21504   24075000
22528   23069000
23552   18985000
24576   17962000
25600   21777000
26624   24064000
27648   19478000
28672   22305000
29696   24458000
30720   23091000
31744   26863000
32768   24482000
