1024       9018000
2048       7966000
3072       15746000
4096       11210000
5120       9052000
6144       9463000
7168       12387000
8192       11939000
9216       19286000
10240      15537000
11264      22467000
12288      15156000
13312      20741000
14336      24730000
15360      23776000
16384      22512000
17408      18226000
18432      25029000
19456      23345000
20480      27216000
21504      32907000
22528      28794000
23552      37583000
24576      43758000
25600      34796000
26624      43871000
27648      36510000
28672      33380000
29696      51853000
30720      37191000
31744      37512000
32768      38349000
