1024       205140000
2048       205968000
3072       209349000
4096       211037000
5120       209472000
6144       211652000
7168       211419000
8192       213509000
9216       215083000
10240      216277000
11264      217317000
12288      216391000
13312      214926000
14336      216521000
15360      212876000
16384      219901000
17408      222071000
18432      222139000
19456      223207000
20480      224359000
21504      225451000
22528      225585000
23552      223800000
24576      230758000
25600      227911000
26624      231541000
27648      227909000
28672      228398000
29696      228186000
30720      232101000
31744      229396000
32768      237167000
