1024       82205000
2048       83445000
3072       81325000
4096       83720000
5120       82813000
6144       85900000
7168       84261000
8192       99211000
9216       91540000
10240      91456000
11264      93615000
12288      92195000
13312      95079000
14336      92793000
15360      90687000
16384      99986000
17408      96443000
18432      95824000
19456      93159000
20480      95988000
21504      97905000
22528      96761000
23552      97011000
24576      101569000
25600      102356000
26624      99515000
27648      101403000
28672      102627000
29696      105913000
30720      106005000
31744      105216000
32768      106769000
