65536      43058000   31162000   20606000   17701000   16910000   16050000   17548000   18313000  
131072     63890000   47905000   33696000   29193000   26730000   44340000   25462000   23131000  
196608     81402000   58207000   47842000   40728000   35936000   38567000   32971000   31060000  
262144     104748000  69045000   52945000   49138000   44169000   41753000   43812000   36603000  
327680     119267000  81516000   60353000   54101000   49065000   48285000   45286000   43179000  
393216     148910000  91008000   67218000   59782000   57905000   53053000   50039000   48919000  
458752     154869000  104792000  76627000   65848000   60559000   54626000   55456000   52394000  
524288     181662000  115801000  84748000   74417000   64997000   64035000   63408000   56986000  
589824     196152000  128221000  93988000   79577000   70940000   68915000   64172000   60518000  
655360     214216000  140841000  98888000   83012000   75555000   76458000   67625000   65810000  
720896     232595000  152786000  107588000  90475000   81632000   77395000   73356000   68784000  
786432     247754000  163618000  113383000  98202000   89737000   83837000   75549000   71612000  
851968     267927000  175385000  121281000  101866000  92309000   85629000   80339000   77542000  
917504     290918000  188973000  137650000  106906000  94465000   91751000   86633000   80392000  
983040     305883000  199199000  139589000  112830000  101573000  93816000   90219000   84684000  
1048576    317519000  214113000  146486000  120015000  105654000  101290000  93081000   87379000  
1114112    344809000  223619000  149364000  126714000  115494000  103261000  97387000   90362000  
1179648    352820000  234642000  160867000  130733000  116011000  122645000  101742000  98701000  
1245184    386835000  246417000  163819000  139773000  121134000  111607000  108017000  96052000  
1310720    400642000  262859000  171806000  143276000  127847000  118526000  117448000  106074000 
1376256    422770000  271606000  191593000  153434000  135894000  126314000  115457000  108217000 
1441792    445295000  279673000  189208000  156657000  136788000  129941000  117988000  111280000 
1507328    454670000  292034000  194386000  164557000  142730000  132640000  129570000  115365000 
1572864    479543000  304975000  212140000  171081000  149091000  137157000  127698000  118230000 
1638400    496461000  310958000  210968000  175404000  150581000  140078000  141198000  123143000 
1703936    518422000  325322000  217455000  180996000  159963000  147212000  136654000  126926000 
1769472    533779000  339019000  227547000  187719000  164972000  149709000  140846000  130817000 
1835008    556657000  360874000  234285000  194861000  167593000  154776000  143534000  133302000 
1900544    572531000  365267000  238087000  199288000  174250000  159132000  151056000  140162000 
1966080    593169000  377599000  251251000  202690000  179526000  164249000  152402000  144115000 
2031616    598134000  393674000  257179000  217305000  185375000  169267000  156246000  146923000 
2097152    629855000  401957000  265631000  212160000  190265000  174122000  162351000  151257000 
2162688    649039000  411413000  271762000  221590000  196935000  182252000  163845000  154705000 
